"了辆喊(1)",了辆喊(2),2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"了辆喊(1)",了辆喊(2),拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,拌,固己斥,固己斥,固己斥,固己斥,固己斥,固己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥,己斥
"了辆喊(1)",了辆喊(2),家拌,家拌,14技固父,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑,家拌,家拌,14技固父,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑,家拌,家拌,14技固父,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑,家拌,家拌,14技固父,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑,家拌,家拌,14技固父,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑,家拌,家拌,14技固父,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑,家拌,家拌,14技固父,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑,家拌,家拌,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑,家拌,家拌,14技,15技,16技,17技,18技,家拌,19技,20技,21~25技,26~30技,31~35技,36~40技,41~45技,46~50技,51~55技,56~60技,61~65技,66~70技,71技捞惑
"拌",家拌,1815233,86616,316,5454,17834,22791,20774,19447,1728590,20441,16214,107114,190553,191804,215190,252987,260745,223253,125455,65158,34635,25041,1723815,104532,654,12751,20645,25490,23454,21538,1618724,19924,15877,107903,169358,177256,190062,232617,236111,218323,126281,64138,34394,26480,1741302,88549,281,11158,16311,19926,20400,20473,1651378,19835,16056,116405,167984,186107,188086,232003,233067,222444,134885,68546,36222,29738,1712435,77280,54,9673,14010,16885,17447,19211,1633101,20534,15710,113422,149979,180894,175951,224227,226968,226513,148001,75269,40378,35255,1771390,79342,80,8521,14358,17584,18171,20628,1689960,23945,19161,126957,149606,181726,173733,218020,233219,229356,163633,83771,45367,41466,1847605,75757,78,7524,13752,17551,17552,19300,1768887,22849,20590,138071,154947,186937,186020,217607,237797,231562,179230,95834,50996,46447,1685461,72425,88,7691,12364,16308,17255,18719,1611388,20720,19202,132024,140560,156474,167953,185225,212580,203101,176638,99201,50962,46748,1581922,65784,8314,11563,13273,15348,17286,1513619,19261,17814,121050,129466,133036,157168,164345,197856,189415,175113,105100,53132,50863,1585638,65907,9028,11681,13503,14249,17446,1516477,20259,18026,118801,131970,123442,156540,155689,192774,184847,180686,116263,58659,58521
"碍仿裹了",家拌,25346,3209,5,136,502,852,871,843,22137,776,497,2292,3027,2741,2713,2892,2723,2080,1075,659,367,295,23789,3231,27,327,487,743,866,781,20553,662,484,2245,2829,2545,2403,2680,2283,2024,1121,555,364,358,25351,3052,19,334,497,653,799,750,22277,640,442,2498,2734,2722,2472,2843,2542,2267,1420,764,466,467,25065,2610,-,330,466,541,601,672,22419,631,464,2627,2471,2601,2336,2883,2609,2362,1566,798,520,551,25821,2377,3,265,462,501,554,592,23421,582,428,2805,2453,2790,2396,2778,2760,2508,1751,962,554,654,27071,2410,3,295,451,577,545,539,24628,581,470,2932,2634,2731,2530,2720,2910,2624,1986,1091,619,800,28927,2311,1,258,401,521,531,599,26606,600,494,3424,2955,2807,2749,2749,2970,2684,2277,1294,772,831,28302,2267,303,403,452,502,607,26005,588,476,3444,2885,2483,2623,2566,2948,2655,2366,1353,737,881,28943,2358,305,431,463,525,634,26550,693,509,3339,3150,2529,2720,2376,2842,2651,2381,1452,876,1032
"碍仿裹了",混牢扁荐,449,7,-,-,-,2,2,3,442,2,3,21,38,53,60,71,62,56,27,19,12,18,446,12,-,1,2,2,3,4,434,4,1,36,33,38,69,58,51,67,35,14,16,12,377,6,-,-,-,-,4,2,369,3,3,22,38,29,36,54,45,49,34,18,19,19,447,18,-,1,6,5,2,4,429,7,5,31,19,33,54,70,57,45,36,31,19,22,389,7,-,-,1,1,4,1,382,3,2,23,29,34,41,62,44,48,39,19,9,29,379,4,-,1,1,-,-,2,375,2,5,25,24,39,36,44,64,48,41,12,15,20,344,10,-,-,-,-,8,2,334,7,3,21,20,33,37,38,39,39,43,16,22,16,350,5,-,-,3,-,2,345,3,5,21,27,34,39,47,39,37,33,21,15,24,345,9,-,-,3,1,5,335,6,-,22,26,32,36,30,34,37,44,29,17,22
"碍仿裹了",混牢固荐殿,836,5,-,-,1,-,1,3,831,9,6,46,64,80,104,134,152,115,64,32,12,13,610,11,-,-,2,2,4,3,598,3,5,19,65,50,66,102,114,74,48,20,13,19,620,15,-,2,2,3,2,6,605,6,5,29,54,52,50,90,98,92,65,27,13,24,575,15,-,1,5,2,4,3,559,2,4,21,29,48,63,96,94,89,59,24,19,11,586,11,-,2,1,1,4,3,574,2,1,37,38,43,60,72,96,98,67,24,13,23,616,15,-,1,1,1,6,6,601,3,5,29,41,58,58,74,103,82,67,35,27,19,561,7,-,1,1,-,3,2,554,5,5,41,49,42,43,61,76,84,69,38,17,24,516,4,-,-,1,1,2,512,3,9,37,31,32,45,44,81,72,67,49,19,23,525,10,2,1,1,3,3,515,6,2,24,37,41,46,50,73,72,73,45,28,18
"碍仿裹了",碍档,4890,1144,-,36,185,284,328,311,3746,239,134,513,617,546,450,427,369,236,118,66,20,11,3322,848,1,61,113,220,261,192,2472,152,89,370,476,391,276,284,176,142,60,25,20,11,2593,607,1,61,97,139,170,139,1983,101,69,308,296,319,252,240,162,111,73,32,9,11,2078,405,-,37,87,94,98,89,1663,70,59,262,246,255,203,196,130,110,74,33,14,11,1999,441,-,15,70,122,133,101,1554,98,61,203,212,263,172,168,139,126,65,21,15,11,1716,316,-,16,42,99,94,65,1384,80,57,194,166,209,171,138,141,94,76,29,17,12,1456,242,-,9,33,69,69,62,1213,51,39,168,154,174,159,116,134,101,62,31,13,11,1165,214,27,34,49,56,48,944,53,52,150,97,97,109,99,103,79,59,26,12,8,1336,361,38,69,84,77,93,974,82,51,148,128,111,101,75,95,72,60,32,8,11
"碍仿裹了",碍埃・碍力眠青,17652,1883,5,80,280,507,502,509,15769,511,341,1647,2240,1937,1947,2026,1877,1449,762,494,301,237,18012,2164,17,215,326,485,565,556,15846,480,380,1773,2179,1991,1848,2027,1710,1527,876,462,297,296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"碍仿裹了",碍埃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5856,866,1,51,159,178,248,229,4983,204,152,740,805,697,552,516,435,405,216,117,80,64,5517,824,-,80,135,156,228,225,4677,214,157,823,681,653,462,471,430,346,224,89,64,63,5621,738,3,62,138,153,199,183,4872,183,141,859,678,742,488,507,414,359,254,129,53,65,5829,742,1,64,140,192,174,171,5082,180,141,922,757,702,526,491,445,369,256,133,68,92,5943,745,-,57,110,158,195,225,5194,174,145,1039,779,675,570,463,439,359,269,134,83,65,5947,752,58,129,157,187,221,5189,186,134,990,782,579,568,446,470,351,324,166,95,98,6138,638,51,115,122,167,183,5489,226,167,1022,888,617,619,438,416,361,337,200,100,98
"碍仿裹了",蜡荤碍埃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,136,20,-,5,3,3,5,4,116,7,2,19,9,10,15,15,12,12,7,4,2,2,389,70,-,11,14,16,19,10,319,12,14,51,38,36,31,39,26,27,17,11,11,6,535,90,-,12,15,25,17,21,445,20,19,56,50,62,35,54,50,43,23,15,7,11,598,93,-,20,16,9,20,28,504,15,11,89,71,44,44,52,56,43,40,16,15,8,694,124,-,20,29,27,25,23,570,23,22,107,65,54,59,55,59,40,37,26,13,10,848,128,17,20,32,25,34,719,29,19,145,110,69,60,69,58,58,44,24,14,20,895,140,14,25,24,36,41,754,30,35,144,103,96,54,75,62,50,44,31,12,18
"碍仿裹了",碍力眠青,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12496,868,14,133,144,177,184,216,11620,225,158,1103,1237,1350,1298,1585,1449,1286,849,489,292,299,13400,883,-,136,157,165,155,270,12509,268,180,1222,1278,1351,1306,1693,1567,1430,969,523,344,378,14488,859,-,131,178,162,155,233,13623,233,171,1477,1316,1479,1428,1668,1698,1530,1099,652,414,458,16016,982,1,150,201,203,191,236,15025,262,230,1559,1471,1537,1562,1724,1844,1708,1325,767,442,594,18272,967,1,138,186,203,187,252,17300,316,261,1933,1787,1738,1742,1849,2002,1850,1617,970,578,657,17631,972,154,180,170,197,271,16643,287,229,1966,1751,1542,1671,1682,1961,1814,1591,959,537,653,17892,981,159,168,179,207,268,16890,296,221,1837,1866,1529,1724,1559,1922,1841,1625,1008,655,807
"碍仿裹了",扁鸥 碍埃・碍力眠青殿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1887,529,1,40,61,124,164,139,1356,73,42,216,219,173,157,130,116,103,54,35,20,18,1193,239,-,17,26,65,71,60,953,43,32,143,122,124,104,104,72,86,50,25,21,27,686,135,-,5,35,22,32,41,550,20,19,84,68,63,66,46,49,50,33,23,16,13,521,111,1,16,17,27,28,22,408,21,8,61,52,37,42,37,43,46,25,13,11,12,371,98,-,6,13,27,29,23,273,12,12,50,40,21,34,21,14,22,16,10,9,12,458,83,11,13,22,20,17,375,11,11,61,33,48,38,40,37,32,29,22,6,7,495,120,10,26,23,25,36,375,25,23,55,40,32,48,27,32,28,27,19,9,10
"例档裹了",家拌,111390,32693,63,2796,8700,9644,6671,4819,78695,4063,2511,8785,8883,8056,8301,8750,9305,8156,5030,3109,1965,1781,104434,36634,276,6380,9114,9602,6696,4566,67779,3269,2112,8928,7747,6854,6267,7257,7226,7327,4619,2626,1799,1748,102658,32499,69,6392,8206,7950,5765,4117,70136,3171,2011,9234,7670,7312,6442,7522,7376,7488,5052,2945,1820,2093,95645,25999,5,5241,6554,6220,4508,3471,69613,2774,1832,8875,6943,7019,6104,7205,7189,7772,5597,3439,2147,2717,103166,25914,13,4761,6775,6378,4421,3566,77210,3021,2140,9624,7483,7587,6355,7446,7796,8480,6684,4090,2778,3726,106415,22507,5,3743,6016,5805,3976,2962,83833,2599,2173,10296,7738,7691,6961,7345,8209,8914,7951,5209,3571,5176,105695,19971,8,3780,5078,5126,3478,2501,85681,2190,1957,9904,7558,7051,7120,7200,8542,8821,8888,6002,4099,6349,97334,16873,3838,4307,3858,2851,2019,80381,1738,1611,8550,6879,6201,6552,6541,7850,8345,8708,6402,4273,6731,101295,17111,4172,4388,3878,2626,2047,84099,1790,1431,7855,6625,5797,6980,6514,7995,8188,9554,7410,5216,8744
"气仿裹了",家拌,392042,23807,63,1681,5306,5892,5338,5527,368231,6911,5193,28877,39995,38681,43786,53130,55748,47019,24912,12342,6758,4879,400282,33055,202,4046,6626,7450,7272,7459,367161,7435,5645,31809,38049,39068,41651,51522,53523,47884,26100,12414,6827,5234,369913,22589,91,2760,3772,4197,5213,6556,347067,6623,4896,30319,33443,37976,38261,48359,49544,46442,26487,12530,6494,5693,358275,20001,11,2327,3473,3637,4271,6282,337952,7056,4790,30183,29491,36294,35361,45923,46417,46375,28767,13559,7125,6611,372723,20036,22,1821,3170,3697,4766,6560,352322,7766,5640,32490,28899,37026,35911,45643,48839,46993,32025,15173,8024,7893,380965,20403,14,1954,3520,4050,4535,6330,360212,7823,6234,34509,28695,36763,37538,44139,48549,46231,34806,17428,8919,8578,363511,21948,10,2148,3456,4259,5181,6894,341262,7434,5943,35216,28246,32664,35866,39262,44724,41641,34370,18167,9081,8648,348969,20617,2492,3483,3665,4651,6326,327893,7086,5567,31407,26789,28774,35167,35688,42862,40253,35222,19760,9662,9656,346561,19638,2475,3475,3598,4050,6040,326411,6694,5469,30327,26932,26441,35247,34605,42120,39082,36152,21766,10534,11042
"气仿裹了",惑秦,89138,2695,9,160,457,562,657,850,86443,1125,912,5565,8366,8700,10351,12609,13587,11893,6460,3304,2015,1556,84850,3224,13,266,450,642,789,1064,81623,1182,937,5863,7578,8101,9223,11663,12203,11549,6542,3251,1911,1620,75206,2580,23,236,324,442,656,899,72607,1020,811,5314,6185,7558,7977,10187,10628,10375,6109,3111,1725,1607,66885,2517,1,222,303,425,603,963,64358,1060,764,4957,5108,6572,6698,8586,9042,9263,5986,2919,1659,1744,62059,2566,-,186,352,474,656,898,59478,1049,843,4666,4550,6055,5934,7576,8293,8278,5792,2953,1624,1865,65695,3079,6,275,474,594,738,992,62604,1117,912,5236,4718,6110,6240,7743,8529,8535,6567,3232,1791,1874,58851,3149,3,276,414,640,807,1009,55686,995,848,5031,4324,5118,5677,6543,7603,7122,5888,3148,1675,1714,52867,2778,334,472,501,630,841,50054,974,712,4202,3806,4210,5182,5384,6588,6516,5749,3276,1633,1822,48854,2493,291,420,423,573,786,46337,786,662,3988,3573,3723,4933,4919,6120,5686,5207,3259,1634,1847
"气仿裹了",气青,161782,3591,9,136,427,639,987,1393,158189,2115,1670,9760,15087,16158,19146,23905,25647,22144,11797,5812,2982,1966,167975,6185,28,520,812,1222,1521,2082,161763,2411,1933,11305,15089,16912,18915,23789,25152,22746,12543,5813,3038,2117,166337,5500,16,393,609,907,1355,2220,160691,2480,1836,11809,14083,17208,18187,23268,24047,22950,13108,6121,3074,2520,171166,5390,8,393,571,865,1279,2274,165607,2901,1921,12930,13401,17505,17761,23338,23459,23900,14931,7001,3570,2989,192308,6589,6,376,728,1058,1651,2770,185522,3466,2572,15724,14479,19452,19157,24810,26129,25641,17625,8258,4340,3869,216857,7753,1,468,1019,1414,1829,3022,208918,4120,3277,19109,16137,21302,22265,26125,28472,27204,20667,10309,5217,4714,210745,8492,1,558,956,1452,2124,3401,202121,3943,3381,20338,16382,19266,21511,23577,26504,25047,20940,10994,5342,4896,204801,8112,683,1028,1322,1943,3136,196452,3770,3077,18364,15933,17175,21473,21990,25961,24093,21386,11927,5815,5488,202710,7714,720,1108,1266,1654,2966,194749,3566,2946,17837,16270,15857,21487,21022,25246,23182,21778,13115,6242,6201
"气仿裹了",眉器・皑陛,969,21,1,2,3,3,8,4,948,9,5,57,73,108,105,163,148,124,74,38,30,14,1113,40,-,3,8,8,8,13,1071,8,10,67,103,108,118,156,160,147,99,51,23,21,1086,27,-,-,4,9,9,5,1056,9,8,54,103,113,139,149,168,143,87,43,23,17,1118,10,-,-,1,3,1,5,1101,18,13,77,97,112,115,158,135,183,97,57,18,21,1226,40,-,4,3,5,17,11,1183,16,22,83,100,133,136,136,167,168,119,47,30,26,1687,82,-,6,11,18,22,25,1593,38,55,173,147,198,172,183,200,172,121,72,34,28,1911,133,-,8,24,25,40,36,1768,41,28,220,165,186,192,202,257,197,147,67,43,23,1608,133,6,23,17,39,48,1464,48,33,146,160,145,162,161,167,172,136,67,40,27,1654,122,9,25,18,27,43,1523,67,62,160,152,133,151,138,174,165,161,86,43,31
"气仿裹了",蛆冠,3855,70,3,3,15,11,21,17,3785,11,24,103,193,339,468,643,726,619,349,155,89,66,4732,183,9,23,39,45,29,38,4547,31,23,131,253,403,546,746,839,778,376,211,127,83,4682,127,1,15,24,28,25,34,4537,24,24,153,271,431,507,726,782,753,448,239,95,84,5160,142,-,20,26,22,47,27,4995,39,25,186,276,415,580,773,836,863,547,228,132,95,9197,196,-,21,28,49,51,47,8974,64,67,366,478,828,928,1275,1662,1449,973,482,217,185,16825,366,-,34,54,81,84,113,16421,151,136,1013,964,1542,1779,2337,2645,2513,1710,869,412,350,16599,470,3,43,80,95,119,130,16110,150,131,870,1053,1429,1803,2101,2633,2236,1869,1021,455,359,18337,565,65,111,107,156,126,17708,155,144,1001,1124,1413,1976,2125,2661,2685,2167,1195,548,514,22377,672,84,110,169,149,160,21661,175,180,1155,1403,1592,2325,2518,3230,3147,2832,1652,764,688
"气仿裹了",距秒・蜡牢,340,16,-,-,2,1,4,9,324,10,9,33,39,41,48,54,40,13,19,10,5,3,270,16,-,7,-,1,3,5,254,5,11,32,30,26,25,37,29,23,18,12,4,2,260,20,-,1,1,3,7,8,240,2,6,12,28,36,43,36,20,24,12,8,7,6,252,13,-,-,1,2,-,10,238,9,5,16,29,34,37,23,23,18,20,13,4,7,252,16,-,-,5,2,4,5,236,11,3,28,22,32,30,30,21,16,26,8,4,5,305,11,-,-,1,3,1,6,294,8,11,36,39,30,40,41,20,22,18,11,13,5,285,23,-,1,-,8,7,7,260,12,7,22,23,27,42,28,20,20,22,17,14,6,260,13,2,-,2,5,4,247,7,5,23,20,37,34,23,18,20,26,20,8,6,351,20,3,-,2,6,9,318,5,6,30,30,42,55,41,24,16,27,8,12,22
"气仿裹了",气仿青困殿,103423,15386,29,1210,3880,4106,3232,2929,88035,3288,2333,11863,13466,10091,9739,10634,10590,8216,4163,1944,1016,692,106256,19839,110,2680,4390,4657,4250,3752,86393,3386,2490,12630,12183,10141,9021,10169,10101,8263,4297,1960,1002,750,89858,12467,46,1792,2383,2454,2789,3003,77343,2686,1943,11177,10227,9225,7942,9292,9105,7924,4336,1837,899,750,80113,10472,2,1516,2256,2005,2085,2608,69557,2574,1734,9946,8104,8284,6735,8289,8100,7564,4431,1990,981,825,73002,9118,7,1048,1767,1829,2058,2409,63817,2682,1730,9301,6794,7269,6149,7354,7572,6870,4312,1922,983,879,40963,7316,-,952,1568,1569,1512,1715,33586,1831,1383,6284,4036,4034,3126,3019,3190,2796,2009,1036,449,393,36647,7707,2,1008,1612,1593,1637,1855,28874,1739,1144,5804,3588,3280,2802,2551,2540,2218,1662,820,393,333,31885,6993,1129,1445,1302,1431,1686,24828,1591,1119,4821,2999,2626,2412,2063,2227,1849,1566,857,388,310,28625,6450,1060,1393,1263,1204,1530,22067,1519,1106,4244,2533,2004,2142,1733,1985,1675,1485,867,422,352
"气仿裹了",傍哎,3786,1576,-,136,466,491,312,171,2210,99,57,101,198,242,253,330,337,279,155,81,48,30,5455,2778,19,473,836,744,469,237,2677,139,43,154,214,297,304,402,437,365,178,79,40,25,3189,1101,1,260,306,218,191,125,2081,62,31,124,175,258,240,290,296,281,166,86,44,28,3674,754,-,132,224,178,112,108,2907,68,51,185,206,342,316,428,402,431,269,122,58,29,2930,630,1,96,166,133,145,89,2295,74,54,180,169,250,241,300,304,324,216,101,43,39,3638,817,-,137,239,205,143,93,2806,81,84,280,190,280,312,327,383,351,287,114,62,55,3573,1022,-,177,250,272,213,110,2547,88,59,257,212,265,304,287,312,299,220,131,65,48,3521,1086,183,274,249,219,161,2425,101,90,236,157,228,264,270,305,297,246,122,61,48,3552,1053,172,254,238,221,168,2487,110,100,282,197,223,240,262,295,302,235,130,64,47
"气仿裹了",颊鲍,28749,452,12,34,56,79,117,154,28297,254,183,1395,2573,3002,3676,4792,4673,3731,1895,998,573,552,29631,790,23,74,91,131,203,268,28833,273,198,1627,2599,3080,3499,4560,4602,4013,2047,1037,682,616,29295,767,4,63,121,136,181,262,28512,340,237,1676,2371,3147,3226,4411,4498,3992,2221,1085,627,681,29907,703,-,44,91,137,144,287,29189,387,277,1886,2270,3030,3119,4328,4420,4153,2486,1229,703,901,31749,881,8,90,121,147,184,331,30817,404,349,2142,2307,3007,3336,4162,4691,4247,2962,1402,783,1025,34995,979,7,82,154,166,206,364,33990,477,376,2378,2464,3267,3604,4364,5110,4638,3427,1785,941,1159,34900,952,1,77,120,174,234,346,33896,466,345,2674,2499,3093,3535,3973,4855,4502,3622,1969,1094,1269,35690,937,90,130,165,228,324,34715,440,387,2614,2590,2940,3664,3672,4935,4621,3946,2296,1169,1441,38438,1114,136,165,219,216,378,37269,466,407,2631,2774,2867,3914,3972,5046,4909,4427,2649,1353,1854
